ba8feed36017bc8c35dd22650e6bb609cdb858c0,DELETE,regular-file,.env,564,
8811cb46d272947b1f95c9bc73fa9d9c177d59f3,DELETE,regular-file,admin-dashboard/.env,446,
1b2958689d50c0dcded73b9f7a0e8a270d94d20c,DELETE,regular-file,api/.env,1765,
b2c14b04a879820d150521576090b57047357241,DELETE,regular-file,bot/.env,989,
